SỐ GPLH,NGÀY HẾT HẠN,Tên nguyên liệu,PHÂN LOẠI,TIÊU CHUẨN,CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,NƯỚC SẢN XUẤT NGUYÊN LIỆU,ĐỊA CHỈ CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,PHẢI CẤP PHÉP NHẬP KHẨU
VD-23415-15,2022-02-22T00:00:00+07:00,Sodium Starch Glycolate (Tên TM: Primojel),Tá dược,USP 39,DFE pharma,Hà Lan,"DFE Pharma B.V. Avebeweg 3, 9607 PT Foxhol, The Netherlands",False
VD-23415-15,2022-02-22T00:00:00+07:00,D&C YELLOW No.10 ALUMINUM  LAKE (Tên TM: Lake Pigment 6010 D&C Yellow #10 Aluminum Lake),Tá dược,TCUIP,"Colorcon, Inc.",Mỹ,"415 Moyer Boulevard,  West Point, PA 19486, USA",False
VD-23415-15,2022-02-22T00:00:00+07:00,FD&C Blue #1 Aluminum Lake (Tên TM: FD&C Blue No 1 Alum Lake 11-13),Tá dược,TCUIP,"Sensient Colors, LLC",Mỹ,"2526 Baldwin Street, St. Louis, Missouri 63106, USA",False
VD-23415-15,2020-09-09T00:00:00+07:00,Dextromethorphan HBr,Dược chất,USP 41,Divi's Laboratories Limited,INDIA,"Unit-I, Lingojigudem Village, Choutuppal Mandal, Nalgonda District - 508 252, Telangana",False
VD-23415-15,2022-02-22T00:00:00+07:00,Magnesium Stearate (Tên TM: Palmstar Mgst 325-BP/USP/EP Magnesium Stearate),Tá dược,USP 38,Peter Greven Asia SDN BHD,Malaysia,"2411, Lorong Perusahaan Satu, Prai Industrial Complex, 13600 Prai, Penang, Malaysia",False
VD-23415-15,2022-02-22T00:00:00+07:00,Lactose Monohydrate Mesh 200  (Tên TM: Pharmatose 200M),Tá dược,EP 9.0,DFE pharma,Hà Lan,"FrieslandCampina DMV B.V. NCB-Laan 80, 5462 GE Veghel, The Netherlands",False
VD-23415-15,2022-02-22T00:00:00+07:00,Povidone K-30,Tá dược,USP 39,BASF SE,Đức,"Carl-Bosch-Strasse 38, 67056 Ludwigshafen, Germany",False
VD-23415-15,2022-12-31T00:00:00+07:00,Povidone K-30 (Tên TM: PVP-K-30 PH HDPE Povidone K-30),Tá dược,USP hiện hành,Ashland (ISP Chemicals LLC Affiliate of Ashland),USA,"455 N. Main St. (HWY 95) Calvert City, KY 42029, United States",False
VD-23415-15,2022-02-22T00:00:00+07:00,Starch (Tên TM: 171181 H Powdered NF Corn Starch),Tá dược,EP 9.0,"Roquette America, Inc.",Mỹ,"1003 S. 5th Street, Keokuk, IA 52632, USA",False
VD-23415-15,2022-12-31T00:00:00+07:00,Povidone K-30 (Tên TM: PVP-K30 PH),Tá dược,USP hiện hành,Ashland (Site: ISP Chemicals LLC),United States,"455 N. Main St. (HWY 95) Calvert City, KY 42029, United States",False
VD-23415-15,2022-02-22T00:00:00+07:00,Starch  (Tên TM: Maize Starch B),Tá dược,EP 9.0,Roquette Freres,Pháp,"1 Rue de la haute loge, 62136 Lestrem France",False
VD-23415-15,2022-12-31T00:00:00+07:00,Chlorpheniramine Maleate,Dược chất,BP 2018,Mahrshee Laboratories Pvt. Ltd.,INDIA,"Plot No. 3014-3015, Gidc, Phase-III
Panoli, Dist-Bharuch",False
VD-23415-15,2020-09-09T00:00:00+07:00,Ammonium Chloride,Dược chất,USP 38,Rasino Herbs Pvt. Ltd.,INDIA,"N-2, M.I.D.C, Kupwad, Sangli-416436, Sangli-416436, Dist - Sangli",False
VD-23415-15,2022-02-22T00:00:00+07:00,Povidone K-30 (Tên TM: Povidone K30S),Tá dược,USP 39,"BASF Advanced Chemicals Co., Ltd.",Trung Quốc,"No. 300 Jiang Xin Sha Road, Pudong New District, Shanghai 200137, P. R. China",False
VD-23417-15,2026-10-08T00:00:00+07:00,Pregelatinized Starch (Tên TM: 341001- Kleptose® - Betadex),Tá dược,USP hiện hành,Roquette Freres,France,"1 Rue de la Haute Loge, 62136 Lestrem, France",False
VD-23417-15,2026-10-08T00:00:00+07:00,Crospovidone Micronized (Tên TM: Polyplasdone (TM) INF-10 Crospovidone Type B,Tá dược,USP hiện hành,Ashland Specialty Ingredients ISP Chemical LLC,USA,"455 North Main Street, Calvert City, Kentucky 42029, USA",False
VD-23417-15,2026-10-08T00:00:00+07:00,Colloidal Silicon Dioxide  (Tên TM: CAB-O-SIL M5P),Tá dược,USP hiện hành,Cabot GmbH,Germany,"Kronenstrasse 2, D- 79618 Rheinfelden, Germany",False
VD-23417-15,2026-10-08T00:00:00+07:00,Croscarmellose Sodium (Tên TM: Primellose®),Tá dược,USP hiện hành,DFE Pharma GMBH & Co. KG (Production site: DFE Pharma B.V.),The Netherlands,"Avebe-Weg 3, 9607 PT Foxhol, The Netherlands",False
VD-23417-15,2026-10-08T00:00:00+07:00,Croscarmellose Sodium (Tên TM: Vivasol GF),Tá dược,USP hiện hành,JRS Pharma & Gujarat Microwax Private Limited,India,"Unit-2, Survey No. 292/293, Kalol-Mehsana Highway, Nandasan, Dist. Mehsana-382706, Gujarat, India",False
VD-23417-15,2026-10-08T00:00:00+07:00,Microcrystalline Cellulose (Tên TM: Microcrystalline Cellulose Type M112),Tá dược,USP hiện hành,Mingtai chemical Co. Ltd.,Taiwan,"No. 1142 Shin Hsing Rd., Bah-Der District, Taoyuan City, Taiwan, R.O.C.",False
VD-23417-15,2026-10-08T00:00:00+07:00,Opadry II 85G28725 White (Tên TM: Opadry®II Complete Film coating system 85G28725 white),Tá dược,TCNSX,Shanghai Colorcon Coating Technology Limited,China,"No.588 Chundong Road, Xinzhuang Industry Zone, Minhang Shanghai 201108, China",False
VD-23417-15,2020-09-09T00:00:00+07:00,Valsartan,Dược chất,USP 38,Smilax Laboratories Ltd.,INDIA,"Plot No. 70, Jawaharlal Nehru Pharma City, E-Bonangi (Village), Parawada (M), Vishakapatman – 531019, Andhra Pradesh",False
VD-23417-15,2026-10-08T00:00:00+07:00,Magnesium Stearate,Tá dược,USP hiện hành,Sudeep Pharma Private Limited,India,"Plot No.129/1/A, 12,13,14,15 GIDC Estate, At & Post Nandesari, Dist.Vadodara - 391340, Gujarat, India",False
VD-23417-15,2026-10-08T00:00:00+07:00,Opadry II 85G28725 White (Tên TM: Opadry® II Complete Film coating system 85G28725 white),Tá dược,TCNSX,Colorcon Asia Pvt. Limited,India,"Plot Nos. M14-M18, Verna Industrial Estate Verna. Goa 403722, India",False
VD-23417-15,2026-10-08T00:00:00+07:00,Magnesium Stearate (Tên TM: Palmstar Mgst 325-BP/USP/EP Magnesium Stearate),Tá dược,USP hiện hành,Peter Greven Asia SDN BHD,Malaysia,"2411, Lorong Perusahaan Satu, Prai Industrial Complex, 13600 Prai, Penang, Malaysia",False
VD-23417-15,2026-08-10T00:00:00+07:00,Valsartan,Dược chất,USP hiện hành (USP 43),Ipca Laboratories Limited,INDIA,"P.O. Sejavta District –Ratlam (M.P.), 457002",False
VD-23418-15,2026-03-22T00:00:00+07:00,Crospovidone Micronized (Tên TM: Polyplasdone (TM) INF-10 Crospovidone Type B,Tá dược,USP hiện hành,Ashland Specialty Ingredients ISP Chemical LLC,USA,"455 North Main Street, Calvert City, Kentucky 42029, USA",False
VD-23418-15,2026-03-22T00:00:00+07:00,Magnesium Stearate (Tên TM: Palmstar Mgst 325-BP/USP/EP Magnesium Stearate),Tá dược,USP hiện hành,Peter Greven Asia SDN BHD,Malaysia,"2411, Lorong Perusahaan Satu, Prai Industrial Complex, 13600 Prai, Penang, Malaysia",False
VD-23418-15,2026-03-22T00:00:00+07:00,Croscarmellose Sodium (Tên TM: Vivasol GF),Tá dược,USP hiện hành,JRS Pharma & Gujarat Microwax Private Limited,India,"Unit-2, Survey No. 292/293, Kalol-Mehsana Highway, Nandasan, Dist. Mehsana-382706, Gujarat, India",False
VD-23418-15,2020-09-09T00:00:00+07:00,Valsartan,Dược chất,USP 38,Smilax Laboratories Ltd.,INDIA,"Plot No. 70, Jawaharlal Nehru Pharma City, E-Bonangi (Village), Parawada (M), Vishakapatman – 531019, Andhra Pradesh",False
VD-23418-15,2026-03-22T00:00:00+07:00,Opadry II 85G28725 White (Tên TM: Opadry® II Complete Film coating system 85G28725 white),Tá dược,TCNSX,Colorcon Asia Pvt. Limited,India,"Plot Nos. M14-M18, Verna Industrial Estate Verna. Goa 403722, India",False
VD-23418-15,2026-03-22T00:00:00+07:00,Valsartan,Dược chất,USP hiện hành (USP 43),Ipca Laboratories Limited,INDIA,"P.O. Sejavta District –Ratlam (M.P.), 457002",False
VD-23418-15,2026-03-22T00:00:00+07:00,Colloidal Silicon Dioxide  (Tên TM: CAB-O-SIL M5P),Tá dược,USP hiện hành,Cabot GmbH,Germany,"Kronenstrasse 2, D- 79618 Rheinfelden, Germany",False
VD-23418-15,2026-03-22T00:00:00+07:00,Opadry II 85G28725 White (Tên TM: Opadry®II Complete Film coating system 85G28725 white),Tá dược,TCNSX,Shanghai Colorcon Coating Technology Limited,China,"No.588 Chundong Road, Xinzhuang Industry Zone, Minhang Shanghai 201108, China",False
VD-23418-15,2026-03-22T00:00:00+07:00,Croscarmellose Sodium (Tên TM: Primellose®),Tá dược,USP hiện hành,DFE Pharma GMBH & Co. KG (Production site: DFE Pharma B.V.),The Netherlands,"Avebe-Weg 3, 9607 PT Foxhol, The Netherlands",False
VD-23418-15,2026-03-22T00:00:00+07:00,Microcrystalline Cellulose (Tên TM: Microcrystalline Cellulose Type M112),Tá dược,USP hiện hành,Mingtai chemical Co. Ltd.,Taiwan,"No. 1142 Shin Hsing Rd., Bah-Der District, Taoyuan City, Taiwan, R.O.C.",False
VD-23418-15,2026-03-22T00:00:00+07:00,Pregelatinized Starch (Tên TM: 341001- Kleptose® - Betadex),Tá dược,USP hiện hành,Roquette Freres,France,"1 Rue de la Haute Loge, 62136 Lestrem, France",False
VD-23418-15,2026-03-22T00:00:00+07:00,Magnesium Stearate,Tá dược,USP hiện hành,Sudeep Pharma Private Limited,India,"Plot No.129/1/A, 12,13,14,15 GIDC Estate, At & Post Nandesari, Dist.Vadodara - 391340, Gujarat, India",False
VD-23420-15,2022-02-15T00:00:00+07:00,Crospovidone Micronized (Tên TM: Polyplasdone (TM) INF-10 Crospovidone Type B),Tá dược,Current USP,Ashland Specialty Ingredients ISP Chemical LLC,USA,"455 North Main Street, Calvert City, Kentucky 42029, USA",False
VD-23420-15,2022-02-15T00:00:00+07:00,GLYCERIN (Tên TM: Glycerin 99.5% IBC),Tá dược,Current USP,Emery Oleochemicals (M) Sdn. Bhd.,Malaysia,"Lot 1&4, Jalan Perak, Kawasan Perusahaan, 42500 Telok Panglima Garang, Selangor Darul Ehsan, Malaysia",False
VD-23420-15,2022-02-15T00:00:00+07:00,NATURAL TANGERINE DURAROME 860.010/TD,Tá dược,TCNSX,Firmenich,USA,"424 South Atchison Street, Anaheim California 92805, USA",False
VD-23420-15,2022-02-15T00:00:00+07:00,EDETATE DISODIUM (Tên TM: Versene NA Chelating Agent),Tá dược,Current USP,The Dow Chemical Company Amines,USA,"2301 North Brazosport Boulevard, Freeport, Texas 77541, USA",False
VD-23420-15,2022-02-15T00:00:00+07:00,SORBITOL SOLUTION (Tên TM: Sorbitol 70% Solution (Sorbidex71122)),Tá dược,TCNSX,"Sorini Agro Asia Corporindo Tbk, PT",Indonesia,"JL. Raya Surabaya-Malang KM.43 Desa Ngerong, Kecamatan Gempol Kabupanten Pasuruan, Indonesia",False
VD-23420-15,2022-02-15T00:00:00+07:00,Anhydrous citric acid  (Tên TM: Citric Acid Anhydrous CAA F600),Tá dược,Current EP,Jungbunzlauer Austria AG,Austria,"Werk Pernhofen, Pernhofen 1, 2064 Wulzeshofen",False
VD-23420-15,2022-02-15T00:00:00+07:00,SACCHARIN SODIUM,Tá dược,Current EP,JMC Corporation,Korea,"71 Ijin-ro, Onsan-eup, (125, Hwasan-ri. Onsan-eup), ulju-gun, ulsan, 44998, South Korea",False
VD-23420-15,2022-02-15T00:00:00+07:00,TRISODIUM CITRATE DIHYDRATE (TRISODIUM CITRATE MEDIUM N1560),Tá dược,Current USP,Jungbunzlauer Austria AG,Austria,"Werk Pernhofen, Pernhofen 1, 2064 Wulzeshofen",False
VD-23420-15,2022-02-15T00:00:00+07:00,Sucralose,Tá dược,Current USP,JK Sucralose Inc.,China,"No. 118 Renmin East Road, Sheyang County, Jiangsu 224300 P.R. China",False
VD-23420-15,2022-02-15T00:00:00+07:00,SUCROSE,Tá dược,Current USP,Thanh Thanh Cong Tay Ninh (Ex: Bourbon),Viet nam,"Tan Hung, Tan Chau, Tay Ninh Province, Vietnam",False
VD-23420-15,2022-02-15T00:00:00+07:00,POLYETHYLENE GLYCOL 4000,Tá dược,Current USP,Clariant Produkte (Deutschland) GmbH,Germany,"Industrieparketr. 1, 84508 Burgkirchen, Germany",False
VD-23420-15,2022-02-15T00:00:00+07:00,XANTHAN GUM,Tá dược,Current USP,Jungbunzlauer Austria AG,Austria,"Werk Pernhofen, Pernhofen 1, 2064 Wulzeshofen",False
VD-23420-15,2022-02-15T00:00:00+07:00,"FD&C YELLOW #6, 89 -94% P.D.",Tá dược,TCCS  UIP,Sensient Colors LLC,USA,"2526 Baldwin Street, St. Louis, MO 63106, USA",False
VD-23420-15,2022-02-15T00:00:00+07:00,GLYCERIN,Tá dược,Current USP,Vance Bioenergy Sdn.Bhd.,Malaysia,"Plo 668 & 669, Jalan Keluli 5 Kawasan Perindustrian Pasir Gudang, 81700 Pasir Gudang, Johor, Malaysia",False
VD-23420-15,2022-02-15T00:00:00+07:00,ORANGE FLAVOR 9/H04506 (Blood orange 855979),Tá dược,TCNSX,Symrise,Singapore,"226 Pandan Loop, 128412, Singapore",False
VD-23420-15,2022-02-15T00:00:00+07:00,SORBITAN MONOLAURATE,Tá dược,Current USP,Croda Inc.,USA,"315 Cherry Lane, 19720 New Castle, United States",False
VD-23420-15,2022-02-15T00:00:00+07:00,SORBITAN MONOLAURATE,Tá dược,Current USP,Kao Corp,Japan,"Wakayama Plant, 1334 Minato, Wakayama-shi, Wakayama 640-8580, Japan",False
VD-23420-15,2022-02-15T00:00:00+07:00,SODIUM BENZOATE,Tá dược,Current USP,Emerald Kalama Chemical LLC,USA,"1296 Third Street Northwest, Kalama, Washington 98625-9701 USA",False
VD-23425-15,2022-12-31T00:00:00+07:00,Tramadol hydrochlorid,Dược chất,EP 10.0,Aragen Life Sciences Private Limited,INDIA,"28A, IDA., Nacharam, Hyderabad - 500 076, Telangana State, India",True
VD-23435-15,2020-12-17T00:00:00+07:00,Alimemazin tartrat,Dược chất,BP 2016,Société Monégasque d’Etudes Thérapeutiques,Monaco,5 Rue de l’Industrie MC 98000 Monaco,False
VD-23440-15,2020-12-17T00:00:00+07:00,Galantamine hydrobromide,Dược chất,USP 34,Jubilant Generics Limited,INDIA,"Plot No. 18, 56, 57, 58 KIADB Industrial Area, Nanjangud - 571 302, Mysore, Karnataka, India",False
VD-23441-15,2020-12-17T00:00:00+07:00,Gabapentin,Dược chất,USP 34,Vardhman Chemtech Limited,INDIA,"Sco 350-352, 3rd floor, Sector 34A, Chandlgarh -160022",False
VD-23441-15,2020-12-17T00:00:00+07:00,Gabapentin,Dược chất,USP 38,Divi’s Laboratories Limited,INDIA,"Unit 2, Chippada Village, Annavaram Post, Bheemunipatnam Mandal, Visakhapatnam District, Andhra Pradesh, 531 162",False
VD-23445-15,2022-12-31T00:00:00+07:00,SacheLac 80 (Lactose monohydrat),Tá dược,EP 9.0,Meggle GmbH & Co. KG,Germany,Megglestr.6-12.83512 Wasserburg am Inn,False
VD-23449-15,2020-12-17T00:00:00+07:00,Sulpirid,Dược chất,EP 8.0,"Jiangsu taslydiyi Pharmaceutical Coaq, Ltd",CHINA,,False
VD-23450-15,2020-12-17T00:00:00+07:00,berberin clorid,Dược chất,JP 16,"NORTHEAST PHARMACEUTICAL GROUP Co., Ltd",CHINA,,False
VD-23465-15,2028-03-24T00:00:00+07:00,Propylen glycol (Propylene glycol),Tá dược,EP phiên bản hiện hành (EP 10),Dow Chemical Thailand Ltd,Thailand,"10/4 Moo 2, Asia Industrial Estate, Tambol Banchang, Banchang District, Rayong, 21130, Thailand",False
VD-23465-15,2028-03-24T00:00:00+07:00,Hydroxypropyl cellulose  (HPC-H) (Klucel (TM) HF Pharm Hydroxypropylcellulose),Tá dược,EP phiên bản hiện hành (EP 10),Ashland Specialty Ingredients G.P. Affiliate of Ashland,USA,"1111 Hercules Road Hopewell VA 23860, USA.",False
VD-23471-15,2020-12-17T00:00:00+07:00,Famotidin,Dược chất,USP 40,Suleshvari Pharma,INDIA,"Plot No.6012/1, GIDC Ind.Estate, Naer Panama Petrochem, Ankleshwar-393002, District Bharuch, Guijarat",False
VD-23472-15,2020-12-17T00:00:00+07:00,Paracetamol,Dược chất,USP 40,"Hebei Jiheng Pharmaceutical Co., Ltd",CHINA,"No 368 Jianshe Street, Hengshui City, Heibei Province, 053000",False
VD-23479-15,2022-03-12T00:00:00+07:00,Cellulose vi tinh thể,Tá dược,USP 42,JRS Pharma,Germany,"73494 Rosenberg, Germany",False
VD-23479-15,2022-03-12T00:00:00+07:00,Bột hương dâu,Tá dược,NSX,Givauda,Switzeland,CH-8310 Kemptthal-Switzeland,False
VD-23479-15,2022-03-12T00:00:00+07:00,Bột talc,Tá dược,USP 42,Imerys,France,21 rue Principale - BP 11 - 09250 Luzenac - France,False
VD-23479-15,2022-03-12T00:00:00+07:00,Lactose,Tá dược,USP 42,DFE Pharma,Germany,"Klever Straße 187, 47574 Goch Germany",False
VD-23479-15,2022-03-12T00:00:00+07:00,Opadry trắng,Tá dược,NSX,Colorcon Asia Pacific Pte Ltd,Singapore,"No 1 Magazine Road, #04-01 Central Mall Office Tower, Singapore 059567",False
VD-23479-15,2022-03-12T00:00:00+07:00,Povidon,Tá dược,USP 42,"Jiaozuo Zhongwei Special Products Pharmaceutical Co., Ltd",China,"No.115, Xinyuan-Dong Road,Wen County, Jiaozuo City, Henan Province, 454800, China",False
VD-23479-15,2022-03-12T00:00:00+07:00,Bột hương dâu,Tá dược,NSX,Philo Internationl Ltd,Singapore,"21, Bideford Rd. # 12-05 Welling Bldg, Singapore",False
VD-23479-15,2022-03-12T00:00:00+07:00,Sucralose,Tá dược,USP 42,"Shijiazhuang Shixing Amino Acid Co., Ltd",China,"Jiancun, Xingan, Gaocheng, Shijiazhuang, 052160, China",False
VD-23479-15,2022-03-12T00:00:00+07:00,Colloidal silicon dioxyd,Tá dược,USP 42,WACKER,Singapore,"61 Science Park Road, Singapore Science Park II, Singapore",False
VD-23479-15,2022-03-12T00:00:00+07:00,Magnesi stearat,Tá dược,USP 42,Sun Ace Kakoh (PTE.) Ltd,Singapore,Jurong Town 34 Tanjong Penjuru Singapore 609030 Singapore,False
VD-23480-15,2022-03-11T00:00:00+07:00,Natri starch glycolat,Tá dược,USP 42,DFE Pharma,Germany,"Klever Straße 187, 47574 Goch Germany",False
VD-23480-15,2022-03-11T00:00:00+07:00,Bột talc,Tá dược,USP 42,Imerys,France,21 rue Principale - BP 11 - 09250 Luzenac - France,False
VD-23480-15,2022-03-11T00:00:00+07:00,Màu xanh patenté,Tá dược,NSX,Roha Dyechem Pvt Ltd,India,"A/44 & A/45, Road No.2, M.I.D.C.,Andheri(E), Mumbai-40093, India",False
VD-23480-15,2022-03-11T00:00:00+07:00,Tinh bột  mì,Tá dược,USP 42,Roquette,France,"Roquette Freres, 1, Rue de la Haute Loge, 62136 Lestrem, France",False
VD-23480-15,2022-03-11T00:00:00+07:00,Povidon K-30,Tá dược,USP 42,"Jiaozuo Zhongwei Special Products Pharmaceutical Co., Ltd",China,"No.115, Xinyuan-Dong Road,Wen County, Jiaozuo City, Henan Province, 454800, China",False
VD-23480-15,2022-03-11T00:00:00+07:00,Lactose,Tá dược,USP 42,DFE Pharma,Germany,"Klever Straße 187, 47574 Goch Germany",False
VD-23480-15,2022-03-11T00:00:00+07:00,Pregelatinized starch,Tá dược,USP 42,"Erawan Pharmaceutical Research and Laboratory Co., Ltd",Thailand,"494/15-16 Soi Vanich 1, Songward Road, Sumpanthawong, Bangkok 10100, Thailand",False
VD-23480-15,2022-03-11T00:00:00+07:00,Magnesi stearat,Tá dược,USP 42,Sun Ace Kakoh (PTE.) Ltd,Singapore,Jurong Town 34 Tanjong Penjuru Singapore 609030 Singapore,False
VD-23481-15,2020-12-17T00:00:00+07:00,Acid boric,Dược chất,DĐVN IV,Andenex - Chemie (Engelhard + Partner Ltd.),USA,.,False
VD-23482-15,2027-05-25T00:00:00+07:00,Lactose monohydrate (Pharmatose 200M / Lactose HMS),Tá dược,JP 17,"DFE Pharma GmbH & Co. KG (Production site: Friesland Campina DMV B.V., Vegel, The Netherlands)",The Netherlands,"Frieslandcampina DMV B.V. N.C.B, laan 80 5462 GE Veghel, The Netherlands",False
VD-23488-15,2022-12-31T00:00:00+07:00,Eperisone hydrochloride,Dược chất,JP 15,Sharon Bio-Medicine Ltd,INDIA,"Corporate off: 601, Proxima, Plot No.19, Sector 30 (A), Vashi, Navi Mumbai, 400 705, Maharashtra, India
Works: Plot No.L-6, MIDC, Taloja, Dist-Raigad, Maharashtra (India) 410 208",False
VD-23489-15,2022-03-09T00:00:00+07:00,Irbesartan,Dược chất,USP 41,Cadila Pharmaceuticals Limited,INDIA,"Works: 3203, G.I.D.C., Estate, Ankleshwar – 393 002, Gujarat, India. 
Registered Office: Sarkhej-Dholka Road, Bhat, Ahmedabad – 382 210, Gujarat, India.",False
VD-23492-15,2022-12-31T00:00:00+07:00,Sumatriptan succinate,Dược chất,EP 9.0,Vamsi Labs Ltd,INDIA,"A-14/15, MIDC Area, Chincholi, Solapur-413255, Maharashtra, India",False
VD-23493-15,2022-12-31T00:00:00+07:00,Sumatriptan succinate,Dược chất,EP 9.0,Vamsi Labs Ltd,INDIA,"A-14/15, MIDC Area, Chincholi, Solapur-413255, Maharashtra, India",False
VD-23494-15,2020-12-17T00:00:00+07:00,Valsartan,Dược chất,USP 41,SMILAX LABORATORIES LIMITED.,Ấn Độ,"Văn phòng: Plot No. 12A, Phase III, I.D.A, Jeedimetla, Hyderabad – 500 055.
Nhà máy: Plot No. 70, Jawaharlal Nehru Pharma City, E-Bonangi Village, Parawada(M), Visakhapatnam - 531 019, Andhra Pradesh, India",False
VD-23495-15,2020-12-17T00:00:00+07:00,Valsartan,Dược chất,USP 41,SMILAX LABORATORIES LIMITED.,Ấn Độ,"Văn phòng: Plot No. 12A, Phase III, I.D.A, Jeedimetla, Hyderabad – 500 055.
Nhà máy: Plot No. 70, Jawaharlal Nehru Pharma City, E-Bonangi Village, Parawada(M), Visakhapatnam – 531 019, Andhra Pradesh, India",False
VD-23496-15,2023-04-20T00:00:00+07:00,Valsartan,Dược chất,USP 41,"SMILAX LABORATORIES, Ltd.",INDIA,"Văn phòng: Plot No. 12A, Phase III, I.D.A, Jeedimetla, Hyderabad – 500 055.
Nhà máy: Plot No. 70, Jawaharlal Nehru Pharma City, E-Bonangi Village, Parawada(M), Visakhapatnam – 531 019, Andhra Pradesh",False
VD-23504-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Hetero Labs Limited,INDIA,"Unit-I, Sy. No. 10, I.D.A, Gaddapotharam village, Jinnaram Mandal, Sangareddy District, Telangana State, India",False
VD-23505-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Verdant Life Sciences Pvt. Ltd,INDIA,India,False
VD-23505-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,"Moehs Catalana, S.L",Spain,Spain,False
VD-23505-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Hetero  Labs  Limited,INDIA,India,False
VD-23505-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Hetero Labs Limited,INDIA,"Unit-I, Sy. No. 10, I.D.A, Gaddapotharam village, Jinnaram Mandal, Sangareddy District, Telangana State, India",False
VD-23506-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Hetero Labs Limited,INDIA,"Unit-I, Sy. No. 10, I.D.A, Gaddapotharam village, Jinnaram Mandal, Sangareddy District, Telangana State, India",False
VD-23506-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Hetero  Labs  Limited,INDIA,India,False
VD-23506-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,"Moehs Catalana, S.L",Spain,Spain,False
VD-23506-15,2020-12-17T00:00:00+07:00,Telmisartan,Dược chất,USP 38,Verdant Life Sciences Pvt. Ltd,INDIA,India,False
VD-23510-15,2022-02-17T00:00:00+07:00,Pregabalin,Dược chất,IP 2014,Sydmed Labs Limited (Unit II),INDIA,"Plot No. 25/B, Phase-III, IDA, Jeedimetla, Hyderabad – 500 055, Telangana, India.",False
VD-23513-15,2020-12-17T00:00:00+07:00,"Chymotrypsin 
(Alpha- chymotrypsin)",Dược chất,USP 41,"Shanghai Linzyme Biosciences Co., Ltd.",CHINA,"688-10. Minshen Road, Xinqiao, Songjiang Industrial Park, Shanghai 201612, China",False
