SỐ ĐĂNG KÝ LƯU HÀNH,NGÀY HẾT HIỆU LỰC SỐ ĐĂNG KÝ,"TÊN TÁ DƯỢC, VỎ NANGTÊN CƠ SỞ SẢN XUẤT",NƯỚC SẢN XUẤT,TIÊU CHUẨN CHẤT LƯỢNG
GC-315-19,2024-02-27T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Pvt. Ltd  Unit-II,India,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Cellulose vi tinh thể PH101 (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Viet Nam Ltd.,Việt Nam,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Pvt. Ltd.,India,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Lactose monohydrat (phun sấy)   (Spay-dried lactose monohydrate),Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,"Nang rỗng số 2, màu xanh lá đậm – xanh da trời",Suheung,Việt Nam,NSX
GC-310-18,2023-10-08T00:00:00+07:00,Magnesi stearat,Merck KGaA,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Pregelatinized starch,Colorcon,USA,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Lactose monohydrat,Molkerei Meggle Wasserburg GmbH & Co.KG.,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd vàng (Iron oxide yellow),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Neelikon Food Dyes & Chemicals Ltd.,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Titan dioxyd (Titanium dioxide),"Roha Europe, S.L.U",Spain,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Macrogol (Polyethylene glycol) 6000,Sasol Germany GmbH,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Crospovidon (Crospovidone),ISP CHEMICALS LLC Affiliate of Ashland specialty ingredients (ASI),United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Hypromellose,"Nutrition & Biosciences USA 1, LLC LA Methocel Operation",United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG. Nhà máy: Microcellulose Weiβenborn GmbH & Co KG,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd vàng (Iron oxide yellow),Roha Dyechem Pvt. Ltd,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Neelikon Food Dyes & Chemicals Ltd.,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Roha Dyechem Pvt. Ltd,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Titan dioxyd (Titanium dioxide),"Roha Europe, S.L.U",Spain,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Macrogol (Polyethylene glycol) 6000,Sasol Germany GmbH,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Crospovidon (Crospovidone),ISP CHEMICALS LLC Affiliate of Ashland specialty ingredients (ASI),United States,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Hypromellose,"Nutrition & Biosciences USA 1, LLC LA Methocel Operation",United States,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG. Nhà máy: Microcellulose Weiβenborn GmbH & Co KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Cellulose bột (Powdered cellulose),JRS Pharma GmbH & Co KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Private Limited,India,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GmbH & Co KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei Meggle Wasserburg GmbH & Co.KG.,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,"Nang rỗng số 2, màu xanh lá đậm – xanh da trời",Suheung,Việt Nam,NSX
GC-310-18,2023-10-08T00:00:00+07:00,Magnesi stearat,Merck KGaA,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Pregelatinized starch,Colorcon,USA,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Lactose monohydrat,Molkerei Meggle Wasserburg GmbH & Co.KG.,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Quinoline yellow lake (E104),Roha Dyechem Pvt. Ltd.,India,NSX
GC-340-21,2026-06-23T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Opadry white II 85F18422,Colorcon,China,NSX
GC-340-21,2026-06-23T00:00:00+07:00,Magnesium stearate (Magnesi stearat),Merck KGaA,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Povidone K30 (Povidon K30),ISP TECHNOLOGIES INC,USA,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Colloidal anhydrous silica (Silic dioxyd khan thể keo),Evonik Resource Efficiency GmbH. Nhà máy: Site Rheinfelden,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Crospovidone type A (Crospovidon typ A),ISP Chemicals LLC,USA,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Microcrystalline cellulose PH 101 (Cellulose vi tinh thể PH 101),JRS Pharma GmbH & Co. KG,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Quinoline yellow lake (E104),Roha Dyechem Pvt. Ltd.,India,NSX
GC-341-21,2026-06-23T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Opadry white II 85F18422,Colorcon,China,NSX
GC-341-21,2026-06-23T00:00:00+07:00,Magnesium stearate (Magnesi stearat),Merck KGaA,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Povidone K30 (Povidon K30),ISP TECHNOLOGIES INC,USA,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Colloidal anhydrous silica (Silic dioxyd khan thể keo),Evonik Resource Efficiency GmbH. Nhà máy: Site Rheinfelden,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Crospovidone type A (Crospovidon type A),ISP Chemicals LLC,USA,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Microcrystalline cellulose PH 101 (Cellulose vi tinh thể PH 101),JRS Pharma GmbH & Co. KG,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Pvt. Ltd Unit-II,India,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Cellulose vi tinh thể PH101 (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Blue lake E132 (Lake indigo carmine E132),Roha Dyechem Viet Nam Ltd.,Việt Nam,NSX
GC-316-19,2024-02-27T00:00:00+07:00,Blue lake E132 (Lake indigo carmine E132),Roha Dyechem Pvt. Ltd.,India,NSX
GC-316-19,2024-02-27T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Pvt. Ltd Unit-II,India,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Cellulose vi tinh thể PH101 (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Viet Nam Ltd.,Việt Nam,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Pvt. Ltd.,India,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd vàng (Iron oxide yellow),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Neelikon Food Dyes & Chemicals Ltd.,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Titan dioxyd (Titanium dioxide),"Roha Europe, S.L.U",Spain,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Macrogol (Polyethylene glycol) 6000,Sasol Germany GmbH,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Crospovidon (Crospovidone),ISP CHEMICALS LLC Affiliate of Ashland specialty ingredients (ASI),United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Hypromellose,"Nutrition & Biosciences USA 1, LLC LA Methocel Operation",United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG. Nhà máy: Microcellulose Weiβenborn GmbH & Co KG,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd vàng (Iron oxide yellow),Roha Dyechem Pvt. Ltd,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Neelikon Food Dyes & Chemicals Ltd.,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Roha Dyechem Pvt. Ltd,India,USP 43
GC-284-17,2022-09-19T00:00:00+07:00,Titan dioxyd (Titanium dioxide),"Roha Europe, S.L.U",Spain,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Macrogol (Polyethylene glycol) 6000,Sasol Germany GmbH,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Crospovidon (Crospovidone),ISP CHEMICALS LLC Affiliate of Ashland specialty ingredients (ASI),United States,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Hypromellose,"Nutrition & Biosciences USA 1, LLC LA Methocel Operation",United States,EP 10
GC-284-17,2022-09-19T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG. Nhà máy: Microcellulose Weiβenborn GmbH & Co KG,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Quinoline yellow lake (E104),Roha Dyechem Pvt. Ltd.,India,NSX
GC-341-21,2026-06-23T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Opadry white II 85F18422,Colorcon,China,NSX
GC-341-21,2026-06-23T00:00:00+07:00,Magnesium stearate (Magnesi stearat),Merck KGaA,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Povidone K30 (Povidon K30),ISP TECHNOLOGIES INC,USA,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Colloidal anhydrous silica (Silic dioxyd khan thể keo),Evonik Resource Efficiency GmbH. Nhà máy: Site Rheinfelden,Germany,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Crospovidone type A (Crospovidon type A),ISP Chemicals LLC,USA,EP 10
GC-341-21,2026-06-23T00:00:00+07:00,Microcrystalline cellulose PH 101 (Cellulose vi tinh thể PH 101),JRS Pharma GmbH & Co. KG,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Quinoline yellow lake (E104),Roha Dyechem Pvt. Ltd.,India,NSX
GC-340-21,2026-06-23T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Opadry white II 85F18422,Colorcon,China,NSX
GC-340-21,2026-06-23T00:00:00+07:00,Magnesium stearate (Magnesi stearat),Merck KGaA,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Povidone K30 (Povidon K30),ISP TECHNOLOGIES INC,USA,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Colloidal anhydrous silica (Silic dioxyd khan thể keo),Evonik Resource Efficiency GmbH. Nhà máy: Site Rheinfelden,Germany,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Crospovidone type A (Crospovidon typ A),ISP Chemicals LLC,USA,EP 10
GC-340-21,2026-06-23T00:00:00+07:00,Microcrystalline cellulose PH 101 (Cellulose vi tinh thể PH 101),JRS Pharma GmbH & Co. KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Cellulose bột (Powdered cellulose),JRS Pharma GmbH & Co KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Private Limited,India,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GmbH & Co KG,Germany,EP 10
GC-283-17,2022-09-19T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei Meggle Wasserburg GmbH & Co.KG.,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Pvt. Ltd Unit-II,India,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Cellulose vi tinh thể PH101 (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG,Germany,EP 10
GC-316-19,2024-02-27T00:00:00+07:00,Blue lake E132 (Lake indigo carmine E132),Roha Dyechem Viet Nam Ltd.,Việt Nam,NSX
GC-316-19,2024-02-27T00:00:00+07:00,Blue lake E132 (Lake indigo carmine E132),Roha Dyechem Pvt. Ltd.,India,NSX
GC-316-19,2024-02-27T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Croscarmellose natri (Croscarmellose sodium),Gujarat Microwax Pvt. Ltd Unit-II,India,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Cellulose vi tinh thể PH101 (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG,Germany,EP 10
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Viet Nam Ltd.,Việt Nam,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Erythrosine lake E127 (Lake erythrosine VL108:1-30 E127),Roha Dyechem Pvt. Ltd.,India,NSX
GC-315-19,2024-02-27T00:00:00+07:00,Lactose monohydrat (phun sấy) (Spray-dried lactose monohydrate),Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,"Nang rỗng số 2, màu xanh lá đậm – xanh da trời",Suheung,Việt Nam,NSX
GC-310-18,2023-10-08T00:00:00+07:00,Magnesi stearat,Merck KGaA,Germany,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Pregelatinized starch,Colorcon,USA,EP 10
GC-310-18,2023-10-08T00:00:00+07:00,Lactose monohydrat,Molkerei Meggle Wasserburg GmbH & Co.KG.,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd vàng (Iron oxide yellow),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Neelikon Food Dyes & Chemicals Ltd.,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Sắt oxyd đỏ (Iron oxide red),Roha Dyechem Pvt. Ltd,India,NSX
GC-293-18,2023-02-22T00:00:00+07:00,Titan dioxyd (Titanium dioxide),"Roha Europe, S.L.U",Spain,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Talc,Imerys Talc Luzenac France,France,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Macrogol (Polyethylene glycol) 6000,Sasol Germany GmbH,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Magnesi stearat (Magnesium stearate),Merck KGaA,Germany,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Crospovidon (Crospovidone),ISP CHEMICALS LLC Affiliate of Ashland specialty ingredients (ASI),United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Hypromellose,"Nutrition & Biosciences USA 1, LLC  LA Methocel Operation",United States,EP 10
GC-293-18,2023-02-22T00:00:00+07:00,Cellulose vi tinh thể (Microcrystalline cellulose),JRS Pharma GMBH & CO. KG. Nhà máy: Microcellulose Weiβenborn GmbH & Co KG,Germany,EP 10
VD-25377-16,2022-09-05T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-15932-11,2022-03-24T00:00:00+07:00,Than hoạt B,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-15932-11,2022-03-24T00:00:00+07:00,Sodium Bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-15932-11,2022-03-24T00:00:00+07:00,Glacial acetic acid,RCI Labscan,Thái Lan,USP 35
VD-28287-17,2022-09-19T00:00:00+07:00,Than hoạt B,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-28287-17,2022-09-19T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-28287-17,2022-09-19T00:00:00+07:00,Glacial acetic acid,RCI Labscan,Thái Lan,USP 43
VD-30704-18,2023-07-05T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật bản,USP 38
VD-30703-18,2023-07-05T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật bản,USP 38
VD-24423-16,2022-04-19T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-29343-18,2023-02-22T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật bản,USP 38
VD-25376-16,2022-09-05T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật bản,JP 17
VD-25376-16,2022-09-05T00:00:00+07:00,Glacial acetic acid,RCI Labscan,Thái Lan,USP 41
VD-24018-15,2022-02-14T00:00:00+07:00,Than hoạt A,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-24018-15,2022-02-14T00:00:00+07:00,Glacial acetic acid,RCI Labscan,Thái lan,USP 41
VD-28286-17,2022-09-19T00:00:00+07:00,Than hoạt B,"Osaka Gas Chemicals Co., Ltd",Nhật bản,USP 38
VD-28286-17,2022-09-19T00:00:00+07:00,Sodium hydroxide,FUJIFILM Wako Pure Chemical Corporation,Nhật bản,JP 17
VD-28286-17,2022-09-19T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-28286-17,2022-09-19T00:00:00+07:00,Glacial acetic acid,RCI Labscan,Thái lan,USP 43
VD-27298-17,2022-06-22T00:00:00+07:00,Than Hoạt B,"Osaka Gas Chemicals Co., Ltd",Nhật Bản,USP 38
VD-27298-17,2022-06-22T00:00:00+07:00,Sodium hydroxide,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,TCCS
VD-27298-17,2022-06-22T00:00:00+07:00,Sodium bisulfite,FUJIFILM Wako Pure Chemical Corporation,Nhật Bản,JP 17
VD-20571-14,2022-12-31T00:00:00+07:00,Talc,Imerys Talc Italy S.p.A.,Italy,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Talc,Elementis Minerals B.V.,The Netherlands,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Talc,Imerys Talc- France,France,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Polyethylen glycol 6000 (Lipoxol 6000 MED powder),Sasol Germany GmbH,Germany,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Natri benzoat (Sodium Benzoate),"Emerald Kalama Chemical, LLC",USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Bột hương cam (Orange Flavor Q-124927),PT Givaudan Indonesia,Indonesia,Nhà sản xuất
VD-20571-14,2022-12-31T00:00:00+07:00,Acesulfam kali,Anhui Jinhe Industrial Co. Ltd.,China,BP phiên bản hiện hành (BP 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Effersoda  (sodium bicarbonate),SPI Pharma Inc,USA,Nhà sản xuất
VD-20571-14,2022-12-31T00:00:00+07:00,Natri hydrocarbonat (Natri bicarbonat),Solvay Peroxythai Limited,Thailand,USP 41
VD-20571-14,2022-12-31T00:00:00+07:00,Natri bicarbonat,Solvay Chemicals GmbH,Germany,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Natri bicarbonat,"Church & Dwight Co., Inc.",USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Lactose khan,Foremost Farms USA,US,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Lactose khan (Duralac H),"Meggle USA, Inc",USA,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,Lactose khan (Supertab 21AN),DFE PHARMA GMBH & CO.KG,Germany,EP phiên bản hiện hành (EP 10)
VD-20571-14,2022-12-31T00:00:00+07:00,PVP K30 (Povidon K30),"JH Nanhang Life Sciences Co., Ltd.",China,USP phiên bản hiện hành (USP 43)
VD-20571-14,2022-12-31T00:00:00+07:00,PVP K30 (Povidon K30),ISP Technologies Inc. Affiliate of Ashland,USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,PVP K30 (Povidon K30),ISP Chemicals LLC Affiliate of Ashland,USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Aspartam (Gsweet Aspartame Powder),"Changzhou Guanghui Food Ingredients Co., Ltd",China,USP 41
VD-20571-14,2022-12-31T00:00:00+07:00,Aspartam,Ajinomoto Co.,Japan,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Acid citric khan,Jungbunzlauer Austria AG,Austria,BP phiên bản hiện hành (BP 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Acid citric khan (Acid citric anhydrous),"COFCO BIO-CHEMICAL ENERGY (YUSHU) CO., LTD.",China,BP phiên bản hiện hành (BP 2021)
VD-20571-14,2022-12-31T00:00:00+07:00,Acid tartaric (L (+) Natural Tartaric Acid),Industria Chimica Valenzana s.p.a.,Italy,BP phiên bản hiện hành (BP 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Talc,Imerys Talc Italy S.p.A.,Italy,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Talc,Mondo Minerals B.V.,The Netherlands,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Talc,Imerys Talc,France,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Màu quinolin yellow,ROHA Company,India,Nhà sản xuất
VD-27561-17,2022-12-31T00:00:00+07:00,Titan dioxyd (Pretiox AV01FG),Precheza A.S,Czech Republic,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,PEG 6000 (Polyethylen glycol 6000) (Lipoxol 6000 MED powder),Sasol Germany GmbH,Germany,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Hypromellose 2910 (15cp) (HPMC 615) (Anycoat-C AN15),"Lotte Fine Chemical Co., Ltd",Korea,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Hypromellose 2910 (6cp) (HPMC 606) (Anycoat-C AN6),"Lotte Fine Chemical Co., Ltd",Korea,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Povidon K30 (PVP K30),"JH Nanhang Life Sciences Co., Ltd.",China,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Povidone K30  (Plasdone K-29/32),ISP Technologies Inc. Affiliate of Ashland,USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Povidone K30  (Plasdone K-29/32),ISP Chemicals LLC Affiliate of Ashland,USA,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Colloidal silicon dioxyd,Cabot GmbH,Germany,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Magnesi stearat,Peter Greven Asia SDN.BHD,Malaysia,USP-NF phiên bản hiện hành (USP-NF 2021)
VD-27561-17,2022-12-31T00:00:00+07:00,Acid stearic (Kolliwax S Fine),BASF Personal Care and Nutrition GmbH,Germany,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Acid stearic,Cresmont Sdn. Bhd.,Malaysia,EP phiên bản hiện hành (EP 10)
VD-27561-17,2022-12-31T00:00:00+07:00,Polysorbat 80 (Sepitrap 80),Seppic,France,Nhà sản xuất
